110000.000000 190000.000000 110000.000000
109990.212007 198686.735779 110000.000043
109859.211614 208520.507916 110000.009227
109305.924363 218062.336208 110000.215847
108061.436342 227700.753684 110001.778153
105500.699501 236626.793504 110009.361821
101775.094753 245138.260974 110032.829091
95661.698973 252135.641226 110097.665540
88422.193954 258239.189851 110230.016995
80256.090492 261663.693264 110504.656582
71510.251864 263943.261572 110942.957873
62750.940928 264434.252954 111710.074298
53893.814169 263890.687315 112745.508617
45735.684082 261673.542400 114368.621525
37936.013601 258415.756225 116301.792579
31672.763610 252993.447491 119115.808988
26241.663952 246529.318648 122149.226673
23502.129171 239109.846266 124281.389287
22027.970840 231081.012321 126173.374925
22812.091613 222954.549544 127530.999709
24844.756823 214654.681173 128724.835010
29246.568285 206978.392606 129727.180292
34870.296418 199571.694619 130714.041474
41589.668189 193587.933744 131811.036720
49066.839345 188357.132301 133039.572653
56788.553638 185590.884110 134658.163497
64897.078682 184096.035811 136519.349405
72675.290473 184735.345158 139045.686652
80593.832456 186669.335398 141863.928203
87767.813933 190857.070760 143966.943444
94959.854148 196422.701457 145817.463963
102685.645327 203161.329775 147239.920529
110983.948012 210835.579978 148503.558364
119542.115414 218971.563481 149603.828164
128598.892537 227683.909359 150682.897491
137709.366438 236381.503307 151842.344602
147233.043454 245361.764966 153128.959561
156665.704127 253948.796543 154731.679471
166436.990052 262531.136190 156604.549488
176015.938847 270317.241986 159030.220865
185869.512412 277749.537507 161850.822622
195447.070660 283857.706099 164107.623058
205230.781004 289144.272077 166091.094245
214641.740959 292386.017358 167770.321221
224161.270897 294189.522296 169323.893648
233163.174563 294278.260346 170822.182312
242115.120943 293013.613595 172370.232033
250317.722371 290107.254215 174096.629925
258213.660398 285816.397637 176051.846805
265003.552063 280964.715001 178396.767965
271092.761919 275549.345178 181135.297538
275566.549180 270518.829302 183299.438514
278773.332615 265762.644222 185029.094241
280795.229708 262308.992731 186360.416519
281787.609822 260051.421887 187380.848843
281788.392011 260051.409505 188144.389713
280797.854109 262308.949335 188706.076493
278778.701074 265762.548554 189113.951242
275576.462752 270518.635702 189402.016398
271110.311026 275548.966891 189604.676735
265034.070387 280963.986943 189742.054411
258265.539267 285815.026752 189835.475385
250405.068942 290104.697060 189896.117197
242258.885085 293008.950501 189935.705487
233398.181858 294269.815183 189959.908505
224536.244222 294174.593710 189974.392436
215237.316923 292359.748724 189981.482930
206152.533613 289099.233092 189983.262841
196870.269241 283780.668115 189979.665881
188006.843584 277621.374004 189970.396372
179225.096902 270104.075804 189952.565057
171114.864099 262186.959126 189923.599858
163497.695365 253392.066485 189875.356951
156901.055692 244489.319438 189802.435990
151446.365874 235008.997930 189685.588467
147472.802552 225596.560604 189516.635888
145634.930229 215778.390617 189253.318995
145153.456095 206123.850365 188888.780627
146717.306808 196154.298585 188335.466563
149627.361621 186395.220423 187603.994060
154906.686986 176366.552776 186522.352053
160995.660268 166569.211772 185162.213138
168571.680373 156526.793754 183201.822545
176537.795233 146726.473177 180868.937205
185402.664468 136701.941095 177587.918596
194362.193577 126932.927340 174412.768743
203852.455094 116974.175080 171583.605896
213241.931187 107301.919341 168755.498538
222927.652328 97515.134243 165761.897994
232376.564300 88085.917870 162623.072770
241933.716781 78707.823656 158728.933216
251138.046381 69829.675750 155024.262728
260231.380755 61342.927453 151852.926938
268863.423259 53594.043160 148718.178577
277084.117898 46868.021608 145391.636993
284799.101822 41176.169598 141889.463222
291738.514002 37538.498014 137373.807471
298639.375078 34805.131843 132925.122973
306633.835713 33394.071112 128819.756194
314691.142431 32726.306804 124739.460202
323450.630394 33099.281000 120095.733589
332126.136027 34228.205658 115795.890699
340948.489451 36779.265124 112565.840705
349268.680682 40360.755995 109583.373932
356778.330321 46604.215764 106563.469256
363080.314220 53792.283665 103315.666223
366788.647796 62509.987740 98578.219478
369049.428964 71603.547200 94000.497408
369871.282750 81322.461771 91145.073222
370000.000000 90000.000000 90000.000000
