110000.000000 190000.000000 110000.000000
109965.855568 199905.202811 110000.000717
109580.717459 209743.448293 110000.125943
108358.817002 219306.660938 110002.211773
105959.520447 228292.984659 110015.125890
102260.113440 236399.071111 110061.688055
97321.839094 243376.733735 110181.423762
91333.025917 249050.895647 110425.883207
84559.113673 253315.830494 110847.989895
77305.654637 256124.589861 111489.757182
69891.977242 257479.514444 112372.780080
62631.726007 257426.123042 113494.147055
55817.520879 256049.692067 114828.182367
49708.439374 253472.884280 116332.680326
44520.116637 249852.941621 117957.416901
40417.804856 245377.524563 119652.679059
37512.818672 240258.868786 121376.076157
35862.579997 234726.381349 123096.678824
35474.123838 229018.085564 124796.308813
36310.562916 223371.472432 126468.409654
38299.719283 218014.362876 128115.287268
41343.963703 213156.358540 129744.621186
45330.272762 208981.380130 131366.057972
50139.608097 205641.676685 132988.480306
55654.911980 203253.550863 134618.272389
61767.259179 201894.899474 136258.639030
68379.965238 201604.530432 137909.827158
75410.689614 202383.101237 139569.968517
82791.761796 204195.440747 141236.215038
90469.084670 206973.970784 142905.862202
98400.029252 210622.936567 144577.229427
106550.735206 215023.179224 146250.164976
114893.186347 220037.229458 147926.142479
123402.356470 225514.556811 149607.998659
132053.635406 231296.861642 151299.416004
140820.662474 237223.336926 153004.276827
149673.624690 243135.847659 154726.009384
158578.025531 248883.974804 156467.020436
167493.897834 254329.850249 158228.271710
176375.419073 259352.674957 160009.019891
185170.884404 263852.772616 161806.708870
193822.997086 267754.995147 163616.983576
202269.442509 271011.273671 165433.788080
210443.717219 273602.106479 167249.515052
218276.186039 275536.799234 169055.185243
225695.338165 276852.323390 170840.649735
232629.207704 277610.734634 172594.819847
239006.917216 277895.188254 174305.936518
244760.296362 277804.694269 175961.891144
249825.523299 277447.861442 177550.603553
254144.735315 276935.974659 179060.451741
257667.557592 276375.823941 180480.735079
260352.504710 275862.746541 181802.140857
262168.217681 275474.349978 183017.176003
263094.508770 275265.350966 184120.523340
263123.196052 275263.894276 185109.285482
262258.718499 275469.612011 185983.088695
260518.529929 275853.556197 186744.032346
257933.275857 276359.997286 187396.484590
254546.761340 276909.940729 187946.739423
250415.720185 277406.085908 188402.562051
245609.396465 277738.847811 188772.657215
240208.948253 277792.991006 189066.098052
234306.680484 277454.393278 189291.751388
228005.109096 276616.464824 189457.730004
221415.852014 275185.796001 189570.894898
214658.334912 273086.686771 189636.422343
207858.291992 270264.315769 189657.443454
201146.036214 266686.425764 189634.759000
194654.471570 262343.524182 189566.630316
188516.824542 257247.711219 189448.648173
182864.084929 251430.344543 189273.685100
177822.168764 244938.821284 189031.941497
173508.847959 237832.800654 188711.100585
170030.530472 230180.202668 188296.609918
167479.017198 222053.301896 187772.106223
165928.401886 213525.194345 187119.994297
165432.311403 204666.856751 186322.179005
166021.698895 195544.948428 185360.932225
167703.396139 186220.434094 184219.855320
170459.600324 176748.038663 182884.874868
174248.414705 167176.487395 181345.188486
179005.486249 157549.440049 179594.062972
184646.694650 147906.996443 177629.382742
191071.757582 138287.631229 175453.856483
198168.540003 128730.403850 173074.815829
205817.803564 119277.280779 170503.581695
213898.115074 109975.396599 167754.428610
222290.654003 100879.065464 164843.239526
230883.712828 92051.335819 161786.005521
239576.756041 83564.864576 158597.377770
248283.969832 75501.883849 155289.514167
256937.265384 67953.061067 151871.471355
265488.664816 61015.132650 148349.366035
273911.880174 54787.342191 144727.457950
282202.692702 49366.946646 141010.179436
290377.484564 44844.358188 137204.940624
298469.041746 41298.818710 133325.266236
306518.651064 38795.762150 129393.475933
314563.702205 37387.050584 125441.747120
322620.622500 37114.865560 121510.103710
330664.108464 38018.975770 117639.865962
338605.246964 40145.245034 113861.734796
346273.054205 43550.695374 110179.548130
353405.914100 48297.809631 106554.751526
359661.265034 54429.525088 102904.208663
364654.442709 61919.345305 99137.299934
368043.754626 70602.920710 95280.002844
369695.373136 80125.888339 91765.011440
370000.000000 90000.000000 90000.000000
