-121.41060 49.35321 1500.83436
-121.40785 49.35141 1500.97844
-121.40510 49.35321 1501.02836
-121.40785 49.35321 1500.92823
-121.40785 49.35321 1500.92823
-121.40785 49.35321 1500.92823
-121.40785 49.35321 1500.92823
-121.40509 49.35501 1500.98443
-121.40509 49.35681 1500.94677
-121.40509 49.35860 1500.91539
-121.40784 49.36040 1500.79016
-121.40784 49.36040 1500.79016
-121.40784 49.36040 1500.79016
-121.40784 49.36040 1500.79016
-121.40784 49.36220 1500.77134
-121.41059 49.36400 1500.66492
-121.41334 49.36400 1500.57731
-121.41610 49.36400 1300.49597
-121.41885 49.36400 1300.42087
-121.42160 49.36400 1300.35204
-121.42435 49.36220 1300.30201
-121.42711 49.36041 1300.26451
-121.42711 49.36041 1300.26451
-121.42986 49.35861 1100.23956
-121.43261 49.35681 1100.22713
-121.43537 49.35501 1100.22724
-121.43812 49.35322 1100.23988
-121.44087 49.35142 1100.26506
-121.44363 49.34962 1100.30277
-121.44638 49.34782 900.35302
-121.44913 49.34602 900.41580
-121.44913 49.34602 900.41580
-121.44913 49.34602 900.41580
-121.44913 49.34423 900.49112
-121.44913 49.34243 900.57271
-121.44638 49.34243 900.57897
-121.44363 49.34243 700.59151
-121.44363 49.34423 700.50991
