110000.00000 190000.00000 110000.00000
110000.00000 210000.00000 110000.00000
110000.00000 230000.00000 110000.00000
110000.00000 250000.00000 110000.00000
90000.00000 270000.00000 110000.00000
70000.00000 270000.00000 110000.00000
50000.00000 270000.00000 110000.00000
30000.00000 270000.00000 110000.00000
10000.00000 250000.00000 130000.00000
10000.00000 230000.00000 130000.00000
10000.00000 210000.00000 130000.00000
30000.00000 190000.00000 130000.00000
50000.00000 170000.00000 130000.00000
70000.00000 170000.00000 130000.00000
90000.00000 170000.00000 150000.00000
90000.00000 190000.00000 150000.00000
110000.00000 210000.00000 150000.00000
130000.00000 230000.00000 150000.00000
150000.00000 250000.00000 150000.00000
170000.00000 270000.00000 150000.00000
190000.00000 290000.00000 170000.00000
210000.00000 310000.00000 170000.00000
230000.00000 310000.00000 170000.00000
250000.00000 310000.00000 170000.00000
270000.00000 290000.00000 170000.00000
290000.00000 270000.00000 190000.00000
290000.00000 250000.00000 190000.00000
290000.00000 230000.00000 190000.00000
290000.00000 250000.00000 190000.00000
290000.00000 270000.00000 190000.00000
270000.00000 290000.00000 190000.00000
250000.00000 310000.00000 190000.00000
230000.00000 310000.00000 190000.00000
210000.00000 310000.00000 190000.00000
190000.00000 290000.00000 190000.00000
170000.00000 270000.00000 190000.00000
150000.00000 250000.00000 190000.00000
130000.00000 230000.00000 190000.00000
130000.00000 210000.00000 190000.00000
130000.00000 190000.00000 190000.00000
150000.00000 170000.00000 190000.00000
170000.00000 150000.00000 190000.00000
190000.00000 130000.00000 170000.00000
210000.00000 110000.00000 170000.00000
230000.00000 90000.00000 170000.00000
250000.00000 70000.00000 150000.00000
270000.00000 50000.00000 150000.00000
290000.00000 30000.00000 150000.00000
290000.00000 30000.00000 130000.00000
310000.00000 30000.00000 130000.00000
330000.00000 30000.00000 110000.00000
350000.00000 30000.00000 110000.00000
370000.00000 50000.00000 110000.00000
370000.00000 70000.00000 90000.00000
370000.00000 90000.00000 90000.00000
